Question,Answer,Label
What type of education is sometimes present at religious schools in addition to the secular curriculum?,the usual academic subjects,1
What power is available to Australian private schools but generally not present in public schools?,expulsion,1
What power is available to Australian private schools but generally not present in public schools?,offer a higher quality of education,1
What is an example of an article of uniform clothing typically present in Australian private schools?,blazer,1
What is the comparison in price between Australian private schools versus public?,more expensive,1
"Along with the Anglican Church and Uniting Church, what religious denomination operates private schools in Australia?",Presbyterian,1
"Along with the Anglican Church and Uniting Church, what religious denomination operates private schools in Australia?",Presbyterian Church,1
What denomination operates St Joseph's College?,Catholic,1
Where is St Aloysius' College located?,Sydney,1
Who attends Loreto Normanhurst?,girls,1
What article of the Grundgesetz grants the right to make private schools?,7,1
The prospect of what event compelled the protection of German private schools?,second Gleichschaltung,1
The prospect of what event compelled the protection of German private schools?,a second Gleichschaltung,1
What percentage of German students attended private schools in 2008?,7.8,1
What percentage of German students attended private schools in 2008?,7.8%,1
What was the percentage of Germans attending private high schools in 2008?,11.1,1
What was the percentage of Germans attending private high schools in 2008?,11.1%,1
"In 1992, what percentage of East German students attended private schools?",0.5,1
"In 1992, what percentage of East German students attended private schools?",0.5%,1
"In 1992, what percentage of East German students attended private schools?",6.1,1
What is the German term for segregating students based on their parents' wealth?,Sonderungsverbot,1
What do Germans call private schools?,Ersatzschulen,1
How does the level of tuition in German private schools compare to private schools in other Western European countries?,very low,1
How does the level of tuition in German private schools compare to private schools in other Western European countries?,very low tuition fees,1
What are private secondary schools in Germany called?,Ergänzungsschulen,1
What types of schools are most ergänzungsschulen?,vocational,1
What types of schools are most ergänzungsschulen?,secondary or post-secondary,1
What types of schools are most ergänzungsschulen?,vocational schools,1
How are ergänzungsschulen funded?,tuition,1
How are ergänzungsschulen funded?,tuition fees,1
"Along with private individuals and organizations, what groups sometimes runs ergänzungsschulen?",religious,1
"Along with private individuals and organizations, what groups sometimes runs ergänzungsschulen?",religious groups,1
What is the term for an Indian private school?,independent,1
What is the term for an Indian private school?,independent schools,1
"Along with the CISCE and NENBSE, what is a notable Examination Board in multiple Indian states?",CBSE,1
How many Examination Boards exist in India?,30,1
What body in India provides policy directions to schools?,union government,1
What body in India provides policy directions to schools?,the union government,1
"Along with trusts, what other non-profits are allowed to run schools in India?",societies,1
What country has the most illiterate adults in the world?,India,1
What country has the most illiterate adults in the world?,India,1
What is the full name of the ASER?,Annual Status of Education Report,1
What is the purpose of the ASER?,evaluates learning levels in rural India,1
"In private schools, what language are classes taught in?",English,1
What is the Irish term for private schools?,scoil phríobháideach,1
How do private schools in Ireland differ from most?,teacher's salaries are paid by the State,1
How do private schools in Ireland differ from most?,a certain number of teacher's salaries are paid by the State,1
How do private schools in Ireland differ from most?,certain number of teacher's salaries are paid by the State,1
What is the typical annual cost for an Irish private school?,"€5,000",1
"Along with the Congregation of Christian Brothers, what is a notable religious group that runs fee-paying schools in Ireland?",Society of Jesus,1
"Along with the Congregation of Christian Brothers, what is a notable religious group that runs fee-paying schools in Ireland?",the Society of Jesus,1
What might the fees to attend an Irish boarding school rise to?,"€25,000 per year",1
What might the fees to attend an Irish boarding school rise to?,"€25,000",1
In what year did Malaysia receive its independence?,1957,1
What language is used in Chinese primary schools in Malaysia?,Chinese,1
What language is used in Chinese secondary schools in Malaysia?,English,1
What is the name of the post-independence government school system in Malaysia?,National School,1
What is the name of the post-independence government school system in Malaysia?,National Type,1
"As a result of a compromise, about how many Chinese schools became National Type schools?",60,1
"As a result of a compromise, about how many Chinese schools became National Type schools?",all,1
What is a term for schools that receive government assistance?,aided,1
How are 'un-aided' schools different from 'aided' schools?,fully funded by private parties,1
Where is Galaxy Public School located?,Kathmandu,1
"In Nepalese private schools, what is the primary language of instruction?",English,1
"In addition to English, what language is also often taught in Nepalese private schools?",Nepali,1
How many private schools existed in New Zealand in April 2014?,88,1
"In April 2014, how many New Zealand students attended private schools?","28,000",1
What percentage of New Zealand students attended private schools in April 2014?,3.7,1
What percentage of New Zealand students attended private schools in April 2014?,3.7%,1
What religion's schools were integrated into New Zealand public schools between 1979 and 1984?,Catholic,1
"What city, along with Hamilton, Wellington and Christchurch, is one of the largest in New Zealand?",Auckland,1
What denomination is the Diocesan School for Girls in Auckland affiliated with?,Anglican,1
Where is Samuel Marsden Collegiate School located?,Wellington,1
What denomination is associated with Saint Kentigern College?,Presbyterian,1
In what city is Rangi Ruru Girls' School?,Christchurch,1
What group operates St Dominic's College in Wanganui?,Society of St Pius X,1
What group operates St Dominic's College in Wanganui?,the Society of St Pius X,1
What group operates St Dominic's College in Wanganui?,Catholic schismatic,1
What percentage of Filipino primary school students are in private schools?,7.5,1
What percentage of Filipino primary school students are in private schools?,7.5%,1
"In the Philippines, what percentage of secondary school students attend private schools?",32,1
"In the Philippines, what percentage of secondary school students attend private schools?",32%,1
What percentage of Filipino tertiary education takes place in private schools?,80,1
What percentage of Filipino tertiary education takes place in private schools?,80%,1
In what month and year was the revised Manual of Regulations for Private Schools released?,August 1992,1
"Along with English and mathematics, what subject replaced values education for fourth year students?",natural science,1
"Along with English and mathematics, what subject replaced values education for fourth year students?","English, mathematics and natural science",1
What is the name of the scheme that provides tuition and fee assistance to students due to excess enrollment?,Education Service Contracting,1
What stipend do students enrolled in priority courses receive?,Tuition Fee Supplement,1
What aid is available to underprivileged students seeking to attend a private university?,Private Education Student Financial Assistance,1
What South African law recognized two types of schools?,South African Schools Act,1
In what year was the South African Schools Act passed?,1996,1
"Along with public schools, what type of school was recognized under the South African Schools Act?",independent,1
"In South Africa, along with privately governed schools, what schools are classified as independent?",traditional private,1
"In South Africa, along with privately governed schools, what schools are classified as independent?",traditional private schools,1
"In South Africa, along with privately governed schools, what schools are classified as independent?",traditional private schools and schools which are privately governed,1
In what century did missionaries notably establish church schools in South Africa?,nineteenth,1
In what century did missionaries notably establish church schools in South Africa?,nineteenth century,1
"After apartheid, what types of schools are referred to as ""Model C"" schools?",government schools formerly reserved for white children,1
"After apartheid, what types of schools are referred to as ""Model C"" schools?",semi-private,1
How do academic results in former Model C schools compare to other schools?,better,1
How do academic results in former Model C schools compare to other schools?,produce better academic results,1
How do the fees at former Model C schools compare to those at other schools?,higher,1
How do the fees at former Model C schools compare to those at other schools?,much higher,1
"As of 2008, about what percentage of Swedish students attended private schools?",10,1
"As of 2008, about what percentage of Swedish students attended private schools?",10%,1
About many students attend Kunskapsskolan schools?,"10,000",1
About many students attend Kunskapsskolan schools?,"nearly 10,000",1
How many people work for Kunskapsskolan schools?,700,1
What is the English translation of Kunskapsskolan?,The Knowledge School,1
What school model is Sweden notable for?,voucher,1
What school model is Sweden notable for?,pupils are free to choose a private school,1
Up to what age do students in the United Kingdom attend preparatory schools?,13,1
What schools do preparatory schools prepare British children to attend?,public,1
What percentage of British children are educated at GSCE level in fee-paying schools?,9,1
"At A-level, what percentage of British students attend fee-paying schools?",13,1
What is the upper range of annual fees for non-boarding students in British public schools?,"£21,000",1
What court case desegregated schools in the United States?,Brown v. Board of Education of Topeka,1
What is a derogatory term for the Christian academies that arose in the wake of school desegregation?,segregation academies,1
In what part of the United States did many students migrate to Christian academies during the desegregation period?,South,1
In what part of the United States did many students migrate to Christian academies during the desegregation period?,U.S. South,1
What was the primary race of students attending Christian academies after the Brown decision?,white,1
What was the primary race of students attending Christian academies after the Brown decision?,African-American,1
School desegregation in the United States led to an increased number of students of what ethnicity in public schools?,African-American,1
"Along with tuition, scholarships, vouchers, donations and grants, where does funding for private schools come from?",endowments,1
What amendment to the United States Constitution governs government funding of religious schools?,First,1
What amendment to the United States Constitution governs government funding of religious schools?,First Amendment,1
What state constitutional amendments make reference to the government funding religious schools?,Blaine,1
What state constitutional amendments make reference to the government funding religious schools?,Blaine Amendments,1
Granting what status would allow private non-religious schools in the US to receive public funds?,charter,1
What was the first US state to have compulsory education?,Massachusetts,1
In what year did Massachusetts first require children to be educated in schools?,1852,1
In what year was Wisconsin v. Yoder decided at the Supreme Court?,1972,1
What is the citation for the Pierce v. Society of Sisters case?,268 U.S. 510,1
What is the citation for the Pierce v. Society of Sisters case?,268 U.S. 510 (1925),1
Who was the opposing party in the Runyon case?,McCrary,1
About how much did a New York City day school cost annually in 2012?,"$40,000",1
What would a parent have to pay to send their child to a boarding school in 2012?,"$50,000",1
What notable private school has an endowment of several hundred million dollars?,Groton School,1
"In addition to endowments and tuition, how do boarding schools cover their operating costs?",fundraising,1
"In addition to endowments and tuition, how do boarding schools cover their operating costs?",fundraising drives,1
What individual is the school named after?,John Harvard,1
When did the undergraduate program become coeducational?,1977,1
What was the name of the leader through the Great Depression and World War II?,James Bryant Conant,1
What organization did Harvard found in 1900?,Association of American Universities,1
What president of the university transformed it into a modern research university?,Charles W. Eliot,1
What is the worlds largest academic and private library system?,Harvard Library,1
What is the worlds largest academic and private library system?,Harvard,1
How many individual libraries make up the main school library?,79 individual libraries,1
How many individual libraries make up the main school library?,79,1
How many volumes are contained in the library?,18 million volumes,1
How many volumes are contained in the library?,18 million,1
How many volumes are contained in the library?,over 18 million,1
How many US presidents are alumni of the school?,eight U.S. presidents,1
How many US presidents are alumni of the school?,eight,1
How many Nobel Laureates are among the school alumni?,150 Nobel laureates,1
How many Nobel Laureates are among the school alumni?,150,1
What is the major US city that the is the university located?,Boston metropolitan area,1
What is the major US city that the is the university located?,Boston,1
What is the size of the school's endowment?,$37.6 billion,1
What river is located in the vicinity of the school?,Charles River,1
What river is located in the vicinity of the school?,Charles,1
How many academic units make up the school?,eleven separate academic units,1
How many academic units make up the school?,eleven,1
What is the name of the area that the main campus is centered in Cambridge?,Harvard Yard,1
In what year was the school formed?,1636,1
What organization arranged to founding of school?,Massachusetts Bay Colony,1
What organization arranged to founding of school?,Great and General Court of the Massachusetts Bay Colony,1
What year was North America's first printing press started?,1638,1
In what year was the school renamed as Harvard College?,1639,1
In what year was the charter granted for Harvard Corporation?,1650,1
Ministers of what faith were trained by the university in early years?,Puritan ministers,1
Ministers of what faith were trained by the university in early years?,Puritan,1
After what higher learning model was the school designed?,English university model,1
After what higher learning model was the school designed?,English university,1
Was the school officially associated with any denomination?,It was never affiliated with any particular denomination,1
Was the school officially associated with any denomination?,never,1
In what year did Harvard President Joseph Willard die?,1804,1
What liberal succeeded Joseph Willard as president?,Samuel Webber,1
In what year was Henry Ware elected to chair?,1805,1
in 1846 who's natural history lectures were acclaimed in New York and Harvard?,Louis Agassiz,1
Agassiz's approach to science combined observation and what?,intuition,1
Common Sense Realism of what Scottish philosophers did Agassiz incorporate in his dual view of knowedge?,Thomas Reid and Dugald Stewart,1
What president eliminated the Christian position in the curriculum?,Charles W. Eliot,1
What conviction motivated Eliot to move towards secularization?,Transcendentalist Unitarian,1
From whom were the movement that Eliot followed derived?,William Ellery Channing and Ralph Waldo Emerson,1
Who lead the school back to leading research institution in 2oth century?,James Bryant Conant,1
How was the school able to bring aboard the best talented students?,"identify, recruit",1
How was the school able to bring aboard the best talented students?,Conant devised programs,1
How was the school able to bring aboard the best talented students?,"programs to identify, recruit, and support talented youth",1
"In what year of 20th century, did Harvard release an important document about education in America?",1945,1
What was the ratio of men to women at Harvard/Radcliffe?,about four men attending Harvard College for every woman studying at Radcliffe,1
What was the ratio of men to women at Harvard/Radcliffe?,four men attending Harvard College for every woman studying at Radcliffe,1
What was the ratio of men to women at Harvard/Radcliffe?,four men attending Harvard College for every woman,1
In what year did Harvard and Radcliffe admissions merge?,1977,1
What was the trend of female student population from 1970s and deyond?,"the proportion of female undergraduates steadily increased, mirroring a trend throughout higher education in the United States",1
What was the trend of female student population from 1970s and deyond?,steadily increased,1
What was the trend of female student population from 1970s and deyond?,increased,1
How far from state house in downtown Boston is Harvard Yard?,3 miles,1
How far from state house in downtown Boston is Harvard Yard?,about 3 miles,1
"How many residential dorms house upper class, sophomore, Jr, and Sr students?",twelve residential Houses,1
"How many residential dorms house upper class, sophomore, Jr, and Sr students?",twelve,1
Along what geographic feature are nine residential houses located?,Charles River,1
How far from the Yard is the Quad located?,half a mile northwest of the Yard,1
How far from the Yard is the Quad located?,half a mile,1
Where is Harvard stadium located?,Allston,1
Where is Harvard stadium located?,on a 358-acre (145 ha) campus,1
What is the name of the bridge that joins parts of the campus of the Charles River?,The John W. Weeks Bridge,1
What is the name of the bridge that joins parts of the campus of the Charles River?,John W. Weeks Bridge,1
"Where are the Harvard medical, Dental and school of Public Health located?",Longwood Medical and Academic Area,1
How much more land does the school own in Allston than Cambridge?,approximately fifty percent,1
How much more land does the school own in Allston than Cambridge?,fifty percent,1
How much more land does the school own in Allston than Cambridge?,fifty percent more,1
What are some proposals to connect campuses?,"new and enlarged bridges, a shuttle service and/or a tram.",1
What are some proposals to connect campuses?,"new and enlarged bridges, a shuttle service and/or a tram",1
What additional benefits are there to surrounding community of expansion?,"enhanced transit infrastructure, possible shuttles open to the public, and park space which will also be publicly accessible.",1
What additional benefits are there to surrounding community of expansion?,"enhanced transit infrastructure, possible shuttles open to the public, and park space which will also be publicly accessible",1
What additional benefits are there to surrounding community of expansion?,"enhanced transit infrastructure, possible shuttles open to the public, and park space",1
"What is the total number of professors, instructors, and lecturers at Harvard?","2,400",1
What is the enrollment of undergraduates at Harvard?,"7,200",1
How many graduate students does Harvard have?,"14,000",1
When was the color crimson adopted at Harvard as official color?,1875,1
What year is the earliest traces of the color Crimson at Harvard?,1858,1
What was the Harvard endowment total in 2011?,$32 billion,1
How great were the losses suffered in the the financial crisis of 2008-09 to Harvard endowment?,30% loss,1
How great were the losses suffered in the the financial crisis of 2008-09 to Harvard endowment?,$12 billion,1
What project did Harvard halt due to the financial crisis?,Allston Science Complex,1
What project did Harvard halt due to the financial crisis?,construction of the $1.2 billion Allston Science Complex,1
What are Harvard's Pell grant reserves?,$4.093 million,1
What is Harvard's total financial aid reserves?,$159 million,1
When was the divestment from South Africa movement? ,late 1980s,1
When was the divestment from South Africa movement? ,1980s,1
What South African Vice Consul did Harvard students blockade the speech of? ,South African Vice Consul Duke Kent-Brown.,1
What South African Vice Consul did Harvard students blockade the speech of? ,Duke Kent-Brown,1
By how much did Harvard management reduce its South Africa holdings in response to pressure?,$230 million,1
What is the applicant admission rate for class of 2019?,accepted 5.3% of applicants,1
What is the applicant admission rate for class of 2019?,5.3%,1
In what year did Harvard end its early admission program?,2007,1
Why did Harvard end its early admission program?,disadvantage low-income and under-represented minority applicants,1
Why did Harvard end its early admission program?,believed to disadvantage low-income and under-represented minority applicants,1
In what year was an early admission program reintroduced?,2016,1
Between 1978 an d2008 four year full time undergraduate students were required to complete how many classes outside of their concentration?,core curriculum of seven classes,1
Between 1978 an d2008 four year full time undergraduate students were required to complete how many classes outside of their concentration?,seven,1
Post 2008 undergraduate students are required to complete how many general education classes towards degree?,eight General Education categories,1
Post 2008 undergraduate students are required to complete how many general education classes towards degree?,eight,1
What criticism in NY times article that impacts the quality of Education at Harvard?,reliance on teaching fellows,1
What is the duration of Harvard Academic year?,beginning in early September and ending in mid-May,1
How many courses must undergraduates maintain for full time status?,four-course rate average,1
How many courses must undergraduates maintain for full time status?,four,1
What are the top 4-5% graduating students honored with?,summa cum laude,1
From 2004 to 2005 Harvard reduced the number of students earning Latin honors from 90% to what?,60%,1
What is tuition for 2012 - 13 year at Harvard? ,"$38,000",1
What is the total cost of attendance in 2012-13?,"$57,000",1
"After 2007 how much do student from families earning less than $60,000 pay for school?","nothing for their children to attend, including room and board",1
"After 2007 how much do student from families earning less than $60,000 pay for school?",nothing,1
In 2009 what was the total of Grants awarded from Harvard?,$414 million,1
What percentage of total financial aid for undergraduates from Harvard was in the form of grants?,88%,1
What is the center library in the Harvard library system?,Widener Library,1
What is the center library in the Harvard library system?,Widener,1
How many total volumes are in the Harvard library system?,18 million volumes,1
How many total volumes are in the Harvard library system?,18 million,1
How many total volumes are in the Harvard library system?,over 18 million,1
What are the 3 post popular libraries for undergraduates in the Harvard system?,"Cabot Science Library, Lamont Library, and Widener Library",1
"Where are America's oldest collection of maps, gazettes, and atlases housed?",Pusey Library,1
How many museums comprise Harvard Art Museums?,three museums.,1
How many museums comprise Harvard Art Museums?,three,1
What does the Fogg Museum of Art cover?,Western art from the Middle Ages to the present,1
What museum specializes in cultural history and civilizations of the Western Hemisphere?,Peabody Museum of Archaeology and Ethnology,1
Starting in what year has Harvard topped the Academic Rankings of World Universities?,2003,1
Beginning in what year was Harvard on top of the World Reputation Rankings?,2011,1
"According to the Princeton Review where has Harvard ranked as a ""Dream College"" in 2013",second most commonly,1
"According to the Princeton Review where has Harvard ranked as a ""Dream College"" in 2013",second,1
How many intercollegiate sports does Harvard compete in NCAA division I,42,1
What is Harvard's most intense rival?,Yale University,1
What is Harvard's most intense rival?,Yale,1
At what time is the Harvard-Yale rivalry set aside?,every two years when the Harvard and Yale Track and Field teams come together to compete against a combined Oxford University and Cambridge University team,1
At what time is the Harvard-Yale rivalry set aside?,every two years,1
What was the first year that Yale and Harvard played football?,1875,1
In what year did Harvard Stadium become the first ever concrete reinforced stadium in the country?,1903,1
In what year was a set of significant rule changes introduced including the forward pass?,1906,1
What school was Walter Camp a captain for the football team?,former captain of the Yale football team,1
What school was Walter Camp a captain for the football team?,Yale,1
What is the name of Harvard's basketball facility?,Lavietes Pavilion,1
What is the name of Harvard's primary recreational sports facility?,Malkin Athletic Center,1
How many weight rooms are in the Malkin Athletic Center,three weight rooms,1
How many weight rooms are in the Malkin Athletic Center,three,1
"Harvard - Yale Regatta predates ""The Game"" by how many years?",23 years,1
"Harvard - Yale Regatta predates ""The Game"" by how many years?",23,1
In what body of water is the Harvard - Yale Regatta held?,Thames River,1
Who is the primary rival of the Harvard Crimson hockey team?,strong rivalry against Cornell,1
Who is the primary rival of the Harvard Crimson hockey team?,Cornell,1
In what year did Harvard win an Intercolleiate Sailing Association National Championship?,2003,1
What UN secretary went to Harvard?,General Ban Ki-moon,1
What UN secretary went to Harvard?,Ban Ki-moon,1
What Columbia President went to Harvard?,Juan Manuel Santos,1
Who is the Costa Rican President that went to Harvard?,José María Figueres,1
What Harvard Alumni was the Palestine Prime Minister?,Benjamin Netanyahu,1
What Harvard Alumni was the Palestine Prime Minister?,Benazir Bhutto,1
What tv host and writer went to Harvard?,Conan O'Brien,1
What famous conductor went to Harvard?,Leonard Bernstein,1
What is the name of world renowned cellist is a former Harvard student?,Yo Yo Ma,1
What famous civil rights leader called Harvard home?,W. E. B. Du Bois,1
What Fields Medal winning Mathematician is a faculty member at Harvard?,Shing-Tung Yau,1
What prestigious legal scholars are faculty members at Harvard?,Alan Dershowitz and Lawrence Lessig,1
What Shakespeare Scholar is a faculty member at Harvard?,Stephen Greenblatt,1
Which Florida city has the biggest population?,Jacksonville,1
What was the population Jacksonville city as of 2010?,"1,345,596",1
"Based on population alone, what is Jacksonville's ranking in the United States?",12th,1
In which county does Jacksonville reside?,Duval,1
In which county does Jacksonville reside?,Duval County,1
What year did consolidation cause Jacksonville to become part of Duval County?,1968,1
What river runs alongside Jacksonville?,St. Johns,1
What river runs alongside Jacksonville?,St. Johns River,1
How far is Jacksonville from Miami?,340 miles,1
What is the name of the French colony established in 1564?,Fort Caroline,1
"Prior to the arrival of the French, the area now known as Jacksonville was previously inhabited by what people?",the Timucua,1
"Prior to the arrival of the French, the area now known as Jacksonville was previously inhabited by what people?",Timucua,1
"Prior to the arrival of the French, the area now known as Jacksonville was previously inhabited by what people?",the Timucua people,1
What historical figure was Jacksonville named after?,Andrew Jackson,1
What is the ranking of the military forces in Jacksonville?,third largest,1
What is the ranking of the military forces in Jacksonville?,third largest military presence,1
What sport attracts most tourists to Jacksonville?,golf,1
How many naval bases are located in Jacksonville?,two,1
How many naval bases are located in Jacksonville?,two,1
What are those from Jacksonville sometimes called?,"""Jacksonvillians"" or ""Jaxsons""",1
What are those from Jacksonville sometimes called?,"""Jacksonvillians""",1
The area where Jacksonville currently sits has been inhabited for how many years?,thousands,1
The area where Jacksonville currently sits has been inhabited for how many years?,thousands of years,1
Who discovered pottery found on Black Hammock Island?,a University of North Florida team,1
Who discovered pottery found on Black Hammock Island?,University of North Florida,1
What civilization did the pottery belong to?,Timucua,1
What civilization did the pottery belong to?,Timucua people,1
What civilization did the pottery belong to?,Mocama,1
What is the 16th century known as the start of?,the historical era,1
What is the 16th century known as the start of?,historical era,1
What is the 16th century known as the start of?,beginning of the historical era,1
What is the name of the village that once existed in what is now downtown Jacksonville?,Ossachite,1
Who mapped the St. Johns River in 1562?,Jean Ribault,1
For what nation did Ribault initially claim what is now Jacksonville?,France,1
Who led the attack of the French colony in 1565?,Pedro Menéndez de Avilés,1
What was Fort Caroline renamed to after the Spanish attack?,San Mateo,1
What was Fort Caroline renamed to after the Spanish attack?,fort San Mateo,1
Which fort was rebuilt in 1964?,Fort Caroline,1
After what event did the Spanish concede Florida to Britain?,French and Indian War,1
"Soon after gaining Florida, what did the English do?",constructed the King's Road,1
Why the narrow part of St. John's River called Cowford?,cattle were brought across the river there.,1
Why the narrow part of St. John's River called Cowford?,cattle were brought across,1
Why the narrow part of St. John's River called Cowford?,cattle were brought across the river there,1
Who gained control of Florida after the conclusion of the Revolutionary War?,Spain,1
Who gained control of Florida after the conclusion of the Revolutionary War?,Spain,1
When was the Jacksonville town charter approved?,"February 9, 1832",1
When was the Jacksonville town charter approved?,1832.,1
Supplies from Jacksonville were in support of which faction in the Civil War?,Confederate,1
Supplies from Jacksonville were in support of which faction in the Civil War?,the Confederate cause,1
What was the name of the battle that marked the first Confederate win in Florida?,The Skirmish of the Brick Church,1
What was the name of the battle that marked the first Confederate win in Florida?,Skirmish of the Brick Church,1
After what battle did Union forces return to and occupy Jacksonville for the rest of the war?,Battle of Olustee,1
What factors negatively impacted Jacksonville following the war?,Warfare and the long occupation,1
In what year was the battle that resulted from a Confederate cavalry unit attacking a Union expedition?,Battle of Cedar Creek,1
In what year was the battle that resulted from a Confederate cavalry unit attacking a Union expedition?,1864,1
During which period did Jacksonville become a popular destination for the rich?,Gilded Age,1
During which period did Jacksonville become a popular destination for the rich?,Reconstruction,1
During which period did Jacksonville become a popular destination for the rich?,Reconstruction and the Gilded Age,1
Which US President visited Jacksonville in 1888?,Grover Cleveland,1
Which US President visited Jacksonville in 1888?,President Grover Cleveland,1
What caused Jacksonville's tourism to become less desirable at the latter half of the 19th century?,yellow fever outbreaks,1
What drew would-be Jacksonville tourists to other Florida destinations?,extension of the Florida East Coast Railway further south,1
What drew would-be Jacksonville tourists to other Florida destinations?,Florida East Coast Railway,1
What drew would-be Jacksonville tourists to other Florida destinations?,the Florida East Coast Railway,1
"Other than the steamboat, what modern form of travel brought visitors to Florida?",railroad,1
What caused the spread of the Jacksonville fire in 1901?,Spanish moss,1
What caused the spread of the Jacksonville fire in 1901?,kitchen fire,1
How many buildings were razed by the Jacksonville fire?,"over 2,000",1
How many buildings were razed by the Jacksonville fire?,"2,000 buildings",1
How many buildings were razed by the Jacksonville fire?,"over 2,",1
"In the wake of the Jacksonville fire, what did the Florida Governor do?",declare martial law,1
"In the wake of the Jacksonville fire, what did the Florida Governor do?",declare martial law and sent the state militia to maintain order,1
What was the Jacksonville fire later known as?,Great Fire of 1901,1
Who was drawn to Jacksonville in the 1910s?,New York–based filmmakers,1
Who was drawn to Jacksonville in the 1910s?,filmmakers,1
What type of movies were produced in Jacksonville's 30 studios?,silent film,1
What type of movies were produced in Jacksonville's 30 studios?,silent,1
Jacksonville's popularity for films earned it what title?,Winter Film Capital of the World,1
What brought the downfall of Jacksonville filmmaking?,Hollywood,1
What brought the downfall of Jacksonville filmmaking?,the emergence of Hollywood,1
What drove residents to quieter suburban housing?,highways,1
What drove residents to quieter suburban housing?,construction of highways,1
What drove residents to quieter suburban housing?,The construction of highways,1
What was the white population of Jacksonville as of 2010?,55.1%,1
What term referred to middle class citizens leaving the suburbs?,"""white flight""",1
What term referred to middle class citizens leaving the suburbs?,white flight,1
Who was responsible for the new building projects in Jacksonville?,Mayor W. Haydon Burns,1
Who was responsible for the new building projects in Jacksonville?,Mayor W. Haydon Burns',1
Jacksonville began to suffer and decline after what major world event?,World War II,1
Jacksonville began to suffer and decline after what major world event?,World War II,1
What was the cause for the issues with city funding?,Much of the city's tax base dissipated,1
What was the cause for the issues with city funding?,tax base dissipated,1
In what part of the city did residents suffer from a lack of city services?,unincorporated suburbs,1
In what part of the city did residents suffer from a lack of city services?,suburbs,1
What was the proposed solution to Jacksonville's tax issues?,annexing outlying communities,1
Who voted against Jacksonville's annexation?,Voters outside the city limits,1
How were most city officials elected in the 1960s?,old boy network,1
How were most city officials elected in the 1960s?,the traditional old boy network,1
How many city officials were indicted due to corruption?,11,1
What political group began to gain support following the corruption scandal?,Jacksonville Consolidation,1
What spurred increased support for government reform?,public high schools lost their accreditation,1
What spurred increased support for government reform?,high schools lost their accreditation,1
What was the result of the 1967 referendum?,voters approved the plan,1
What was the result of the 1967 referendum?,governments merged to create the Consolidated City of Jacksonville,1
Who was Jacksonville's mayor at the time of the consolidation?,Hans Tanzler,1
What was Jacksonville referred to as after the consolidation?,"""Bold New City of the South""",1
What was Jacksonville referred to as after the consolidation?,Bold New City of the South,1
What was Jacksonville referred to as after the consolidation?,Consolidated City of Jacksonville,1
What was the name of the approved measure that helped cover the cost of major city projects?,Better Jacksonville Plan,1
What was the name of the approved measure that helped cover the cost of major city projects?,The Better Jacksonville Plan,1
How did the Better Jacksonville Plan generate money?,authorized a half-penny sales tax,1
How did the Better Jacksonville Plan generate money?,half-penny sales tax,1
How did the Better Jacksonville Plan generate money?,a half-penny sales tax,1
What is the land area of Jacksonville?,874.3 square miles,1
What river separates Jacksonville?,The St. Johns River,1
What river separates Jacksonville?,St. Johns River,1
What is the name of the river that is completely contained inside Jacksonville?,The Trout River,1
What is the name of the river that is completely contained inside Jacksonville?,Trout River,1
How much of Jacksonville is made up of water?,13.34%,1
What town is surrounded by Jacksonville?,Baldwin,1
What distinction does the Bank of America Tower hold?,tallest building in Downtown Jacksonville,1
What distinction does the Bank of America Tower hold?,"tallest precast, post-tensioned concrete structure",1
The Bank of America Tower was previously known as what?,Barnett Center,1
How tall is the Bank of America Tower?,617 ft,1
How tall is the Bank of America Tower?,617 ft (,1
How many floors are there in the building that was completed in 1967?,28,1
How many floors are there in the building that was completed in 1967?,42,1
What makes the Wells Fargo Center stand out?,its distinctive flared base,1
What makes the Wells Fargo Center stand out?,distinctive flared base,1
What type of climate does Jacksonville have?,subtropical,1
What type of climate does Jacksonville have?,humid subtropical,1
What type of climate does Jacksonville have?,humid subtropical climate,1
When does rain typically fall in Jacksonville?,May through September,1
When does rain typically fall in Jacksonville?,the warmest months from May through September,1
How is winter weather in Jacksonville described as?,mild,1
How is winter weather in Jacksonville described as?,mild and sunny.,1
How is winter weather in Jacksonville described as?,mild and sunny,1
"Aside from being located on the coast, what contributes to Jacksonville's lack of cold weather?",low latitude,1
What is Jacksonville's hottest recorded temperature?,104 °F,1
What is a common occurrence during summer days?,thunderstorms,1
What else contributes to Jacksonville's summer storms other than land heating beside the water?,high humidity,1
What else contributes to Jacksonville's summer storms other than land heating beside the water?,extremely high humidity,1
What is Jacksonville's hottest month on average?,July,1
What is Jacksonville's hottest month on average?,July,1
What storm had the most significant impact on Jacksonville?,Hurricane Dora,1
How fast were the winds around St. Augustine in the 1964 hurricane?,110 mph,1
What was the name of the storm that hit Jacksonville in May of 2012?,Tropical Storm Beryl,1
What was the name of the storm that hit Jacksonville in May of 2012?,Beryl,1
What is the scale used to measure the strength of hurricanes called?,Saffir-Simpson Scale,1
What is the scale used to measure the strength of hurricanes called?,Saffir-Simpson,1
In what year did a tropical storm cause a four day loss of power to Jacksonville?,2008,1
In what year did a tropical storm cause a four day loss of power to Jacksonville?,Fay,1
What ethnic group located in Jacksonville is ranked tenth largest?,Arab,1
How many residents were recorded in the 2010 census of Jacksonville?,"821,784",1
